payment_id,project_id,payment_date,payment_amount,cumulative_payment,payment_status,milestone_description,voucher_no
PAY008331,P13141,2027-05-01,910000,2730000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-32005
PAY008332,P13141,2027-05-31,910000,3640000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-44844
PAY008333,P13142,2026-05-07,1642500,1642500,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-37305
PAY008334,P13145,2027-01-08,6179000,6179000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-58701
PAY008335,P13145,2027-02-07,6179000,12358000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-30636
PAY008336,P13145,2027-03-09,6179000,18537000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-93382
PAY008337,P13145,2027-04-08,6179000,24716000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-41660
PAY008338,P13146,2026-08-15,672725,672725,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-56543
PAY008339,P13146,2026-09-14,672725,1345450,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-34590
PAY008340,P13146,2026-10-14,672725,2018175,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-56780
PAY008341,P13146,2026-11-13,672725,2690900,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-77836
PAY008342,P13147,2025-08-20,1548000,1548000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-19612
PAY008343,P13147,2025-09-19,1548000,3096000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-66316
PAY008344,P13147,2025-10-19,1548000,4644000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-31053
PAY008345,P13147,2025-11-18,1548000,6192000,FLAGGED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-95211
PAY008346,P13148,2026-03-12,684250,684250,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-99061
PAY008347,P13148,2026-04-11,684250,1368500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-28566
PAY008348,P13148,2026-05-11,684250,2052750,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-94714
PAY008349,P13148,2026-06-10,684250,2737000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-12229
PAY008350,P13149,2025-05-14,335500,335500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-14875
PAY008351,P13149,2025-06-13,335500,671000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-18570
PAY008352,P13149,2025-07-13,335500,1006500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-94186
PAY008353,P13149,2025-08-12,335500,1342000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-49779
PAY008354,P13150,2025-03-18,1331000,1331000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-65667
PAY008355,P13150,2025-04-17,1331000,2662000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-18273
PAY008356,P13150,2025-05-17,1331000,3993000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-34746
PAY008357,P13150,2025-06-16,1331000,5324000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-66473
PAY008358,P13151,2026-12-10,1835000,1835000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-59439
PAY008359,P13151,2027-01-09,1835000,3670000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-51559
PAY008360,P13151,2027-02-08,1835000,5505000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-26712
PAY008361,P13151,2027-03-10,1835000,7340000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-46287
PAY008362,P13152,2025-07-17,1242000,1242000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-88471
PAY008363,P13152,2025-08-16,1242000,2484000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-78392
PAY008364,P13153,2025-06-25,1012500,1012500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-83858
PAY008365,P13153,2025-07-25,1012500,2025000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-12506
PAY008366,P13153,2025-08-24,1012500,3037500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-32520
PAY008367,P13153,2025-09-23,1012500,4050000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-65289
PAY008368,P13154,2026-12-25,1597500,1597500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-99505
PAY008369,P13154,2027-01-24,1597500,3195000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-15167
PAY008370,P13154,2027-02-23,1597500,4792500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-31362
PAY008371,P13154,2027-03-25,1597500,6390000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-89478
PAY008372,P13155,2025-07-16,1409100,1409100,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-77495
PAY008373,P13155,2025-08-15,1409100,2818200,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-53458
PAY008374,P13155,2025-09-14,1409100,4227300,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-48565
PAY008375,P13155,2025-10-14,1409100,5636400,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-77538
PAY008376,P13156,2025-11-17,732500,732500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-73420
PAY008377,P13156,2025-12-17,732500,1465000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-39730
PAY008378,P13156,2026-01-16,732500,2197500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-74351
PAY008379,P13156,2026-02-15,732500,2930000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-62004
PAY008380,P13157,2024-08-10,767000,767000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-67429
PAY008381,P13157,2024-09-09,767000,1534000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-26262
PAY008382,P13158,2026-08-23,413100,413100,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-20298
PAY008383,P13159,2024-04-26,1855000,1855000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-40346
PAY008384,P13159,2024-05-26,1855000,3710000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-44944
PAY008385,P13159,2024-06-25,1855000,5565000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-57296
PAY008386,P13159,2024-07-25,1855000,7420000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-15459
PAY008387,P13160,2026-02-23,1088000,1088000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-57735
PAY008388,P13160,2026-03-25,1088000,2176000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-45411
PAY008389,P13161,2025-10-28,1002500,1002500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-47960
PAY008390,P13161,2025-11-27,1002500,2005000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-27418
PAY008391,P13161,2025-12-27,1002500,3007500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-42965
PAY008392,P13161,2026-01-26,1002500,4010000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-12655
PAY008393,P13162,2025-11-05,1132500,1132500,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-95487
PAY008394,P13162,2025-12-05,1132500,2265000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-89691
PAY008395,P13163,2025-04-15,432400,432400,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-27801
PAY008396,P13163,2025-05-15,432400,864800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-89019
PAY008397,P13164,2027-02-09,408100,408100,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-12406
PAY008398,P13164,2027-03-11,408100,816200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-93138
PAY008399,P13165,2026-01-25,755000,755000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-60687
PAY008400,P13165,2026-02-24,755000,1510000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-49868
PAY008401,P13165,2026-03-26,755000,2265000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-41803
PAY008402,P13165,2026-04-25,755000,3020000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-94549
PAY008403,P13166,2024-10-26,1632500,1632500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-31209
PAY008404,P13166,2024-11-25,1632500,3265000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-18492
PAY008405,P13166,2024-12-25,1632500,4897500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-85751
PAY008406,P13166,2025-01-24,1632500,6530000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-77710
PAY008407,P13167,2025-10-29,839800,839800,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2025-59246
PAY008408,P13168,2026-11-05,1847500,1847500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-23044
PAY008409,P13168,2026-12-05,1847500,3695000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-38267
PAY008410,P13168,2027-01-04,1847500,5542500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-53744
PAY008411,P13168,2027-02-03,1847500,7390000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-97532
PAY008412,P13169,2027-03-09,1287500,1287500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-30080
PAY008413,P13169,2027-04-08,1287500,2575000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-48983
PAY008414,P13169,2027-05-08,1287500,3862500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-97308
PAY008415,P13169,2027-06-07,1287500,5150000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-13109
PAY008416,P13170,2026-02-05,340075,340075,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-58163
PAY008417,P13170,2026-03-07,340075,680150,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-68478
PAY008418,P13170,2026-04-06,340075,1020225,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-70159
PAY008419,P13170,2026-05-06,340075,1360300,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-44595
PAY008420,P13171,2025-12-02,1502500,1502500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-18810
PAY008421,P13171,2026-01-01,1502500,3005000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-76139
PAY008422,P13171,2026-01-31,1502500,4507500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-44001
PAY008423,P13171,2026-03-02,1502500,6010000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-13783
PAY008424,P13172,2026-04-10,665000,665000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-61749
PAY008425,P13172,2026-05-10,665000,1330000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-28592
PAY008426,P13172,2026-06-09,665000,1995000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-65134
PAY008427,P13172,2026-07-09,665000,2660000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-12764
PAY008428,P13174,2024-07-11,433500,433500,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-99635
PAY008429,P13174,2024-08-10,433500,867000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-54440
PAY008430,P13177,2024-04-25,1815000,1815000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-51340
PAY008431,P13177,2024-05-25,1815000,3630000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-58530
PAY008432,P13177,2024-06-24,1815000,5445000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-64586
PAY008433,P13177,2024-07-24,1815000,7260000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-50897
PAY008434,P13178,2025-11-18,1512500,1512500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-81362
PAY008435,P13178,2025-12-18,1512500,3025000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-23066
PAY008436,P13178,2026-01-17,1512500,4537500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-62803
PAY008437,P13178,2026-02-16,1512500,6050000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-21961
PAY008438,P13180,2026-12-01,1825000,1825000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-29567
PAY008439,P13180,2026-12-31,1825000,3650000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-42891
PAY008440,P13180,2027-01-30,1825000,5475000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-43692
PAY008441,P13180,2027-03-01,1825000,7300000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-26693
PAY008442,P13181,2026-12-10,1002375,1002375,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-84062
PAY008443,P13181,2027-01-09,1002375,2004750,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-20743
PAY008444,P13181,2027-02-08,1002375,3007125,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-50178
PAY008445,P13181,2027-03-10,1002375,4009500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-50424
PAY008446,P13182,2025-06-06,1845000,1845000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-76722
PAY008447,P13182,2025-07-06,1845000,3690000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-69584
PAY008448,P13182,2025-08-05,1845000,5535000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-94367
PAY008449,P13182,2025-09-04,1845000,7380000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-19126
PAY008450,P13183,2026-06-24,877500,877500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-14175
PAY008451,P13183,2026-07-24,877500,1755000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-75717
PAY008452,P13183,2026-08-23,877500,2632500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-78347
PAY008453,P13183,2026-09-22,877500,3510000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-60121
PAY008454,P13184,2024-06-18,1487500,1487500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-68919
PAY008455,P13184,2024-07-18,1487500,2975000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-31642
PAY008456,P13184,2024-08-17,1487500,4462500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-84619
PAY008457,P13184,2024-09-16,1487500,5950000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-75907
PAY008458,P13185,2025-06-06,552500,552500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-53455
PAY008459,P13185,2025-07-06,552500,1105000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-19858
PAY008460,P13185,2025-08-05,552500,1657500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-15683
PAY008461,P13185,2025-09-04,552500,2210000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-58984
PAY008462,P13187,2026-04-18,1038700,1038700,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-93748
PAY008463,P13187,2026-05-18,1038700,2077400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-27003
PAY008464,P13187,2026-06-17,1038700,3116100,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-51902
PAY008465,P13187,2026-07-17,1038700,4154800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-63166
PAY008466,P13188,2025-02-06,400000,400000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-83900
PAY008467,P13188,2025-03-08,400000,800000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-50813
PAY008468,P13188,2025-04-07,400000,1200000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-13258
PAY008469,P13188,2025-05-07,400000,1600000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-92624
PAY008470,P13189,2025-03-12,1167500,1167500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-88089
PAY008471,P13189,2025-04-11,1167500,2335000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-39515
PAY008472,P13189,2025-05-11,1167500,3502500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-55641
PAY008473,P13189,2025-06-10,1167500,4670000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-97854
PAY008474,P13190,2025-12-27,557500,557500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-32069
PAY008475,P13190,2026-01-26,557500,1115000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-10510
PAY008476,P13190,2026-02-25,557500,1672500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-92815
PAY008477,P13190,2026-03-27,557500,2230000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-80376
PAY008478,P13191,2024-05-23,1442500,1442500,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-27282
PAY008479,P13191,2024-06-22,1442500,2885000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-32690
PAY008480,P13192,2026-04-25,700000,700000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-69405
PAY008481,P13192,2026-05-25,700000,1400000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-49373
PAY008482,P13192,2026-06-24,700000,2100000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-31540
PAY008483,P13192,2026-07-24,700000,2800000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-37295
PAY008484,P13193,2024-09-21,1202500,1202500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-57760
PAY008485,P13193,2024-10-21,1202500,2405000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-12242
PAY008486,P13193,2024-11-20,1202500,3607500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-98090
PAY008487,P13193,2024-12-20,1202500,4810000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-86692
PAY008488,P13194,2025-06-16,1330000,1330000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-45907
PAY008489,P13194,2025-07-16,1330000,2660000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-17403
PAY008490,P13194,2025-08-15,1330000,3990000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-39431
PAY008491,P13194,2025-09-14,1330000,5320000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-83381
PAY008492,P13195,2026-06-27,950000,950000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-26346
PAY008493,P13195,2026-07-27,950000,1900000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-57356
PAY008494,P13195,2026-08-26,950000,2850000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-28064
PAY008495,P13195,2026-09-25,950000,3800000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-19861
PAY008496,P13196,2025-07-24,895900,895900,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-56489
PAY008497,P13196,2025-08-23,895900,1791800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-68633
PAY008498,P13197,2026-12-28,1374600,1374600,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-27206
PAY008499,P13198,2026-07-15,319725,319725,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-40963
PAY008500,P13198,2026-08-14,319725,639450,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-22714
PAY008501,P13198,2026-09-13,319725,959175,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-23052
PAY008502,P13198,2026-10-13,319725,1278900,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-20034
PAY008503,P13199,2026-01-23,1225000,1225000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-55082
PAY008504,P13199,2026-02-22,1225000,2450000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-35513
PAY008505,P13199,2026-03-24,1225000,3675000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-93699
PAY008506,P13199,2026-04-23,1225000,4900000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-17695
PAY008507,P13200,2025-09-01,1112500,1112500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-66493
PAY008508,P13200,2025-10-01,1112500,2225000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-58105
PAY008509,P13200,2025-10-31,1112500,3337500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-66638
PAY008510,P13200,2025-11-30,1112500,4450000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-50147
PAY008511,P13202,2025-10-27,1345000,1345000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-35120
PAY008512,P13202,2025-11-26,1345000,2690000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-33583
PAY008513,P13203,2024-12-15,1172500,1172500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-35298
PAY008514,P13203,2025-01-14,1172500,2345000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-74989
PAY008515,P13203,2025-02-13,1172500,3517500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-53545
PAY008516,P13203,2025-03-15,1172500,4690000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-42355
PAY008517,P13204,2027-02-13,1485375,1485375,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-14261
PAY008518,P13204,2027-03-15,1485375,2970750,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-65919
PAY008519,P13204,2027-04-14,1485375,4456125,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-25054
PAY008520,P13204,2027-05-14,1485375,5941500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-96387
PAY008521,P13205,2024-03-18,650000,650000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-89769
PAY008522,P13205,2024-04-17,650000,1300000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-96774
